,Tickers,Market Cap,Volume,Sector,Industry,Market_Cap_Thres,Industry_Cap_Thres,Sector_Cap_Thres,Market_Cap_Pass,Industry_Cap_Pass,Sector_Cap_Pass
474,SFNC,3673398392.0,231367,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
475,SIVB,43657550909.0,249178,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
476,SNV,7202790540.0,463813,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
477,SRCE,1245828058.0,29280,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
478,SSB,5834156693.0,226093,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
479,STBA,1270623867.0,42981,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
480,STL,5175942602.0,613338,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
481,TBBK,1799441506.0,223981,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
482,TCBI,3196877417.0,382230,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
483,TFC,83697698680.0,6044032,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
484,TRC,560511145.0,76591,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
485,TRMK,2114569596.0,153708,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
486,TRST,655158699.0,45149,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
487,UBSI,4967885110.0,258305,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
488,UCBI,3235085390.0,283460,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
489,USB,89709259580.0,3685613,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
490,VLY,5860131984.0,1224673,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
491,WABC,1533786106.0,60145,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
492,WAFD,2321777352.0,179375,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
493,WAL,12309343631.0,473392,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
494,WASH,999974873.0,28963,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
495,WBS,5278601801.0,291825,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
496,WFC,203189000000.0,17121188,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
497,WSBC,2253534521.0,187483,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
498,WSFS,2609099205.0,145972,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
499,ZION,10245227557.0,796871,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
500,BLK,147586000000.0,387511,Finance,Investment Bankers/Brokers/Service,4375301206.200001,1390330023.0,350570312.5,True,True,True
501,CME,80810934179.0,1630126,Finance,Investment Bankers/Brokers/Service,4375301206.200001,1390330023.0,350570312.5,True,True,True
502,GS,135561000000.0,1359346,Finance,Investment Bankers/Brokers/Service,4375301206.200001,1390330023.0,350570312.5,True,True,True
503,IBKR,7204695689.0,388921,Finance,Investment Bankers/Brokers/Service,4375301206.200001,1390330023.0,350570312.5,True,True,True
504,ICE,76222972617.0,3116067,Finance,Investment Bankers/Brokers/Service,4375301206.200001,1390330023.0,350570312.5,True,True,True
505,MKTX,14785457120.0,231379,Finance,Investment Bankers/Brokers/Service,4375301206.200001,1390330023.0,350570312.5,True,True,True
506,MS,179172000000.0,7268158,Finance,Investment Bankers/Brokers/Service,4375301206.200001,1390330023.0,350570312.5,True,True,True
507,PIPR,3252222452.0,52864,Finance,Investment Bankers/Brokers/Service,4375301206.200001,1390330023.0,350570312.5,False,True,True
508,RJF,20574358505.0,1654381,Finance,Investment Bankers/Brokers/Service,4375301206.200001,1390330023.0,350570312.5,True,True,True
509,SCHW,155237000000.0,4675930,Finance,Investment Bankers/Brokers/Service,4375301206.200001,1390330023.0,350570312.5,True,True,True
510,SEIC,9019788153.0,215148,Finance,Investment Bankers/Brokers/Service,4375301206.200001,1390330023.0,350570312.5,True,True,True
511,SF,7989691085.0,275578,Finance,Investment Bankers/Brokers/Service,4375301206.200001,1390330023.0,350570312.5,True,True,True
512,AFG,11862926534.0,318253,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,True,True,True
513,AGO,3752384385.0,323973,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,False,True,True
514,ALL,32884608663.0,2372915,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,True,True,True
515,CB,83064148435.0,1313131,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,True,True,True
516,CINF,19680150086.0,419563,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,True,True,True
517,EIG,1130320240.0,65817,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,False,False,True
518,GBLI,379637554.0,49555,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,False,False,True
519,HIG,24420353078.0,1515865,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,True,True,True
520,HMN,1700574675.0,131979,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,False,True,True
521,KMPR,3904483853.0,147155,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,False,True,True
522,L,14470158860.0,556970,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,True,True,True
523,MBI,746997867.0,283449,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,False,False,True
524,MCY,2922470191.0,177510,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,False,True,True
525,MKL,17628349493.0,28190,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,True,True,True
526,MTG,4965135946.0,2402949,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,True,True,True
527,PGR,56259450000.0,1778882,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,True,True,True
528,RDN,3966848968.0,786555,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,False,True,True
529,RE,10793018478.0,195747,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,True,True,True
530,RNR,7196589147.0,581163,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,True,True,True
531,SAFT,1228540564.0,43627,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,False,True,True
532,SIGI,4808680329.0,113571,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,True,True,True
533,STFC,2290153205.0,83795,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,False,True,True
534,THG,4515227500.0,94522,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,True,True,True
535,TRV,38726687508.0,985915,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,True,True,True
536,UFCS,544256029.0,137881,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,False,False,True
537,WRB,14348502860.0,579438,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,True,True,True
538,WTM,3359082013.0,6948,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,False,True,True
539,Y,9555649985.0,45097,Finance,Property-Casualty Insurers,4375301206.200001,1179430402.0,350570312.5,True,True,True
540,IX,24978261538.0,8240,Finance,Diversified Financial Services,4375301206.200001,2353234899.0,350570312.5,True,True,True
541,AFL,37713723765.0,2439289,Finance,Accident &Health Insurance,4375301206.200001,1097167300.0,350570312.5,True,True,True
542,AIZ,9128808316.0,344057,Finance,Accident &Health Insurance,4375301206.200001,1097167300.0,350570312.5,True,True,True
543,AMSF,1097167300.0,75628,Finance,Accident &Health Insurance,4375301206.200001,1097167300.0,350570312.5,False,True,True
544,GTS,848311678.0,53623,Finance,Accident &Health Insurance,4375301206.200001,1097167300.0,350570312.5,False,False,True
545,UNM,5415968102.0,1502931,Finance,Accident &Health Insurance,4375301206.200001,1097167300.0,350570312.5,True,True,True
546,AGM,1418888832.0,22443,Finance,Finance Companies,4375301206.200001,450967458.0,350570312.5,False,True,True
547,COF,66737538694.0,2143744,Finance,Finance Companies,4375301206.200001,450967458.0,350570312.5,True,True,True
548,AXP,140884000000.0,2390222,Finance,Finance: Consumer Services,4375301206.200001,658929153.0,350570312.5,True,True,True
549,CACC,9809009911.0,55337,Finance,Finance: Consumer Services,4375301206.200001,658929153.0,350570312.5,True,True,True
550,DFS,35234800000.0,1133649,Finance,Finance: Consumer Services,4375301206.200001,658929153.0,350570312.5,True,True,True
551,NNI,3343867451.0,61166,Finance,Finance: Consumer Services,4375301206.200001,658929153.0,350570312.5,False,True,True
552,SLM,5491212833.0,1500808,Finance,Finance: Consumer Services,4375301206.200001,658929153.0,350570312.5,True,True,True
553,TREE,1962846946.0,127041,Finance,Finance: Consumer Services,4375301206.200001,658929153.0,350570312.5,False,True,True
554,WRLD,1537715348.0,42612,Finance,Finance: Consumer Services,4375301206.200001,658929153.0,350570312.5,False,True,True
555,AINV,848194234.0,383258,Finance,Finance/Investors Services,4375301206.200001,278518226.0,350570312.5,False,True,True
556,CSWC,639077648.0,51509,Finance,Finance/Investors Services,4375301206.200001,278518226.0,350570312.5,False,True,True
557,GAIN,548879030.0,53922,Finance,Finance/Investors Services,4375301206.200001,278518226.0,350570312.5,False,True,True
558,GLAD,403419403.0,76722,Finance,Finance/Investors Services,4375301206.200001,278518226.0,350570312.5,False,True,True
559,JEF,10568951810.0,1459661,Finance,Finance/Investors Services,4375301206.200001,278518226.0,350570312.5,True,True,True
560,PNNT,467974833.0,130197,Finance,Finance/Investors Services,4375301206.200001,278518226.0,350570312.5,False,True,True
561,PSEC,3462014520.0,1445268,Finance,Finance/Investors Services,4375301206.200001,278518226.0,350570312.5,False,True,True
562,AJG,34352182940.0,875178,Finance,Specialty Insurers,4375301206.200001,3400265854.0,350570312.5,True,True,True
563,AON,66174634818.0,1133404,Finance,Specialty Insurers,4375301206.200001,3400265854.0,350570312.5,True,True,True
564,ARGO,2058660150.0,81607,Finance,Specialty Insurers,4375301206.200001,3400265854.0,350570312.5,False,False,True
565,EHTH,738867136.0,1061737,Finance,Specialty Insurers,4375301206.200001,3400265854.0,350570312.5,False,False,True
566,ERIE,12028761235.0,90589,Finance,Specialty Insurers,4375301206.200001,3400265854.0,350570312.5,True,True,True
567,FANH,773739027.0,208055,Finance,Specialty Insurers,4375301206.200001,3400265854.0,350570312.5,False,False,True
568,FNF,14531035809.0,866313,Finance,Specialty Insurers,4375301206.200001,3400265854.0,350570312.5,True,True,True
569,MMC,84166057679.0,1203395,Finance,Specialty Insurers,4375301206.200001,3400265854.0,350570312.5,True,True,True
570,ORI,7951526211.0,877835,Finance,Specialty Insurers,4375301206.200001,3400265854.0,350570312.5,True,True,True
571,PFG,18446181077.0,679202,Finance,Specialty Insurers,4375301206.200001,3400265854.0,350570312.5,True,True,True
572,DB,26732200000.0,2391443,Finance,Commercial Banks,4375301206.200001,1995302153.0,350570312.5,True,True,True
573,EWBC,11786836202.0,611873,Finance,Commercial Banks,4375301206.200001,1995302153.0,350570312.5,True,True,True
574,GGAL,1698845184.0,1201140,Finance,Commercial Banks,4375301206.200001,1995302153.0,350570312.5,False,False,True
575,HDB,132484000000.0,1039696,Finance,Commercial Banks,4375301206.200001,1995302153.0,350570312.5,True,True,True
576,IBN,71672815333.0,6758598,Finance,Commercial Banks,4375301206.200001,1995302153.0,350570312.5,True,True,True
577,ING,58812346129.0,2562689,Finance,Commercial Banks,4375301206.200001,1995302153.0,350570312.5,True,True,True
578,ITUB,40977727163.0,33353970,Finance,Commercial Banks,4375301206.200001,1995302153.0,350570312.5,True,True,True
579,KB,18507630913.0,196352,Finance,Commercial Banks,4375301206.200001,1995302153.0,350570312.5,True,True,True
580,LYG,46153274726.0,6261598,Finance,Commercial Banks,4375301206.200001,1995302153.0,350570312.5,True,True,True
581,MUFG,73025039321.0,1583638,Finance,Commercial Banks,4375301206.200001,1995302153.0,350570312.5,True,True,True
582,NWG,33365742798.0,370633,Finance,Commercial Banks,4375301206.200001,1995302153.0,350570312.5,True,True,True
583,SAN,62508589041.0,2666368,Finance,Commercial Banks,4375301206.200001,1995302153.0,350570312.5,True,True,True
584,SMFG,48172927300.0,3047595,Finance,Commercial Banks,4375301206.200001,1995302153.0,350570312.5,True,True,True
585,UMBF,5102820259.0,138185,Finance,Commercial Banks,4375301206.200001,1995302153.0,350570312.5,True,True,True
586,WBK,60694528672.0,65927,Finance,Commercial Banks,4375301206.200001,1995302153.0,350570312.5,True,True,True
587,AMT,123918000000.0,991160,Finance,Trusts Except Educational Religious and Charitable,4375301206.200001,299261197.0,350570312.5,True,True,True
588,NTRS,26019954249.0,473292,Finance,Trusts Except Educational Religious and Charitable,4375301206.200001,299261197.0,350570312.5,True,True,True
589,FBC,2560184051.0,279836,Finance,Savings Institutions,4375301206.200001,245044909.0,350570312.5,False,True,True
590,HSBC,118303000000.0,1607511,Finance,Savings Institutions,4375301206.200001,245044909.0,350570312.5,True,True,True
591,ISBC,3916867975.0,835172,Finance,Savings Institutions,4375301206.200001,245044909.0,350570312.5,False,True,True
592,KRNY,1017677620.0,236345,Finance,Savings Institutions,4375301206.200001,245044909.0,350570312.5,False,True,True
593,OCFC,1307918410.0,239018,Finance,Savings Institutions,4375301206.200001,245044909.0,350570312.5,False,True,True
594,PBCT,7901249366.0,5006800,Finance,Savings Institutions,4375301206.200001,245044909.0,350570312.5,True,True,True
595,PFC,1184413860.0,98621,Finance,Savings Institutions,4375301206.200001,245044909.0,350570312.5,False,True,True
596,PFS,1953830071.0,103737,Finance,Savings Institutions,4375301206.200001,245044909.0,350570312.5,False,True,True
597,TBNK,245044909.0,5649,Finance,Savings Institutions,4375301206.200001,245044909.0,350570312.5,False,True,False
598,TFSL,5603995528.0,123028,Finance,Savings Institutions,4375301206.200001,245044909.0,350570312.5,True,True,True
599,WSBF,553089420.0,91315,Finance,Savings Institutions,4375301206.200001,245044909.0,350570312.5,False,True,True
600,HBCP,366170591.0,6597,Finance,Banks,4375301206.200001,292452643.0,350570312.5,False,True,True
601,HFWA,911166580.0,140548,Finance,Banks,4375301206.200001,292452643.0,350570312.5,False,True,True
602,CSGP,32724377819.0,1543543,Finance,Real Estate,4375301206.200001,521709409.5,350570312.5,True,True,True
603,FOR,1088289539.0,34869,Finance,Real Estate,4375301206.200001,521709409.5,350570312.5,False,True,True
604,ACN,234484000000.0,1802087,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,True,True,True
605,ADP,97310216819.0,1207592,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,True,True,True
606,AKAM,18118135433.0,1375715,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,True,True,True
607,ARC,131961603.0,88918,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,False,True,False
608,BR,20588852589.0,626455,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,True,True,True
609,CPRT,36909938230.0,853592,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,True,True,True
610,CTAS,45353549810.0,218679,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,True,True,True
611,FIS,71160396634.0,3900106,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,True,True,True
612,GPN,38195477772.0,4278881,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,True,True,True
613,MA,357160000000.0,4722455,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,True,True,True
614,MCHX,120107725.0,87572,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,False,True,False
615,MGI,577636989.0,7200702,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,False,True,False
616,MMS,5207274738.0,174387,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,True,True,True
617,PAYX,44929605830.0,729908,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,True,True,True
618,PFSW,285273609.0,54414,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,False,True,False
619,RDWR,1496798056.0,344962,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,False,True,True
620,RGP,620592038.0,139526,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,False,True,False
621,SCOR,303283174.0,388092,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,False,True,False
622,SRT,196269063.0,74452,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,False,True,False
623,TCOM,19716526823.0,3180860,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,True,True,True
624,UNF,3785524861.0,37367,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,False,True,True
625,V,462974000000.0,7654060,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,True,True,True
626,VRSK,34854370571.0,833345,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,True,True,True
627,VVI,978268509.0,65474,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,False,True,True
628,WU,7344661459.0,5264706,Miscellaneous,Business Services,4375301206.200001,65318009.0,769269779.0,True,True,True
629,GHC,2941883604.0,15710,Miscellaneous,Service to the Health Industry,4375301206.200001,626146401.0,769269779.0,False,True,True
630,LOPE,3246362984.0,230133,Miscellaneous,Service to the Health Industry,4375301206.200001,626146401.0,769269779.0,False,True,True
631,STRA,1508009363.0,156512,Miscellaneous,Service to the Health Industry,4375301206.200001,626146401.0,769269779.0,False,True,True
632,BBWI,19788315083.0,1993705,Miscellaneous,Diversified Commercial Services,4375301206.200001,971328442.0,769269779.0,True,True,True
633,ODP,2055199529.0,414769,Miscellaneous,Diversified Commercial Services,4375301206.200001,971328442.0,769269779.0,False,True,True
634,SBH,2313794107.0,1332678,Miscellaneous,Diversified Commercial Services,4375301206.200001,971328442.0,769269779.0,False,True,True
635,CAJ,23906407699.0,277370,Miscellaneous,Industrial Machinery/Components,4375301206.200001,1386047839.0,769269779.0,True,True,True
636,CSV,839605991.0,86002,Miscellaneous,Other Consumer Services,4375301206.200001,728396363.0,769269779.0,False,True,True
637,HELE,5979295637.0,178698,Miscellaneous,Other Consumer Services,4375301206.200001,728396363.0,769269779.0,True,True,True
638,HRB,4297651981.0,1493394,Miscellaneous,Other Consumer Services,4375301206.200001,728396363.0,769269779.0,False,True,True
639,LRN,1549011287.0,335858,Miscellaneous,Other Consumer Services,4375301206.200001,728396363.0,769269779.0,False,True,True
640,PRDO,728396363.0,684647,Miscellaneous,Other Consumer Services,4375301206.200001,728396363.0,769269779.0,False,True,False
641,SCI,11017762502.0,467698,Miscellaneous,Other Consumer Services,4375301206.200001,728396363.0,769269779.0,True,True,True
642,WW,1453636458.0,909242,Miscellaneous,Other Consumer Services,4375301206.200001,728396363.0,769269779.0,False,True,True
643,AVY,18644737336.0,222803,Miscellaneous,Office Equipment/Supplies/Services,4375301206.200001,1728718391.0,769269779.0,True,True,True
644,NCR,5778960000.0,447324,Miscellaneous,Office Equipment/Supplies/Services,4375301206.200001,1728718391.0,769269779.0,True,True,True
645,PBI,1410277478.0,2571076,Miscellaneous,Office Equipment/Supplies/Services,4375301206.200001,1728718391.0,769269779.0,False,False,True
646,FTNT,55944723144.0,581774,Miscellaneous,Diversified Manufacture,4375301206.200001,850620933.0,769269779.0,True,True,True
647,NOC,56586483305.0,493329,Miscellaneous,Diversified Manufacture,4375301206.200001,850620933.0,769269779.0,True,True,True
648,CAR,15073194884.0,533459,Miscellaneous,Rental/Leasing Companies,4375301206.200001,4725007144.0,769269779.0,True,True,True
649,R,4725007144.0,420623,Miscellaneous,Rental/Leasing Companies,4375301206.200001,4725007144.0,769269779.0,True,True,True
650,UHAL,14494076890.0,40064,Miscellaneous,Rental/Leasing Companies,4375301206.200001,4725007144.0,769269779.0,True,True,True
651,HI,3616129798.0,287461,Miscellaneous,Consumer Specialties,4375301206.200001,861456672.5,769269779.0,False,True,True
652,ABR,2891214266.0,2064955,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,False,True,True
653,ADC,4875510993.0,237827,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
654,ARE,31852921526.0,433250,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
655,ARI,2116597128.0,1068916,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,False,True,True
656,AVB,33678959611.0,386246,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
657,BXP,18432419392.0,397921,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
658,CCI,78133703173.0,1080297,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
659,CSR,1465040086.0,41642,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,False,False,True
660,CUBE,11099400476.0,657440,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
661,CUZ,5940087038.0,585819,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
662,DEI,6361359525.0,464100,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
663,DRE,21963636801.0,936537,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
664,EGP,8222291573.0,223824,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
665,ELS,15542498108.0,665416,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
666,EPR,3818817355.0,349121,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,False,True,True
667,EQC,3144745579.0,475627,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,False,True,True
668,EQIX,69817046068.0,575271,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
669,EQR,32416402230.0,927467,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
670,ESS,22548377293.0,204330,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
671,FR,7883824725.0,725769,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
672,FRT,9946164319.0,265617,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
673,HIW,4932099680.0,1253020,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
674,HR,4741994480.0,779784,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
675,HST,12759811133.0,10827579,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
676,IRM,13768078630.0,694332,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
677,KIM,14510716485.0,2735749,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
678,KRC,8308376465.0,317336,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
679,KRG,4822774951.0,1422778,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
680,LAMR,11873366214.0,283601,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
681,LSI,10790705388.0,299736,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
682,LXP,4182869819.0,1539849,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,False,True,True
683,MAA,23607961748.0,314509,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
684,MAC,4475921237.0,1206977,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
685,MNR,2050821946.0,1114688,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,False,True,True
686,MPW,12751541550.0,2318095,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
687,NHI,2588724820.0,252716,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,False,True,True
688,NNN,8097694890.0,693323,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
689,NYMT,1619553248.0,2138731,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,False,False,True
690,O,41153254087.0,2908194,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
691,OFC,3145095828.0,514229,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,False,True,True
692,OHI,6868116266.0,2866856,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
693,PCH,3711340049.0,290048,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,False,True,True
694,PEAK,18226031860.0,1669600,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
695,PEB,3174201562.0,682613,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,False,True,True
696,PLD,110019000000.0,1689962,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
697,PMT,1820815646.0,549364,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,False,True,True
698,PSA,57723214061.0,425681,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
699,REG,12781050674.0,768213,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
700,RHP,5041892769.0,270873,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
701,ROIC,2209909811.0,941572,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,False,True,True
702,RYN,5472713002.0,271830,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
703,SBAC,37395767783.0,472521,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
704,SHO,2743865625.0,1780534,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,False,True,True
705,SITC,3520998909.0,541800,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,False,True,True
706,SKT,2090089133.0,603001,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,False,True,True
707,SLG,5076565510.0,471923,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
708,SPG,54156438062.0,1182612,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
709,STWD,7532361812.0,1158329,Consumer Services,Real Estate Investment Trusts,4375301206.200001,1621516142.0,1387983497.0,True,True,True
